Timestamp,Raw_ECG,Filtered_ECG
1745524683.6149442,75,-3.827895495593266
1745524683.6386132,74,-3.725858118074818
1745524683.7739916,72,-3.4229529489141157
1745524683.8549986,71,-3.1947232002000803
1745524683.9006789,72,-2.906225032211484
1745524683.9350755,71,-2.479840172059504
1745524683.966451,72,-2.130873889105372
1745524684.013811,72,-1.5022897426703548
1745524684.0458379,71,-0.9871961301260122
1745524684.0757127,69,-0.09285836329354247
1745524684.1087208,70,0.5649670100232544
1745524684.141116,67,1.4221382021482798
1745524684.171287,68,2.5483501339721943
1745524684.2032025,66,3.178249090749679
1745524684.2353284,67,4.5899084399471235
1745524684.2673762,64,5.595023751949791
1745524684.3162484,67,6.430341833791847
1745524684.3488984,66,8.43052482455905
1745524684.394861,69,8.38184736414855
1745524684.4263089,71,10.955141660484733
1745524684.4580045,74,11.462309918624198
1745524684.4884384,70,12.718159009064555
1745524684.5443404,69,16.526256524593908
1745524684.5777254,67,14.821254331033932
1745524684.6205292,69,19.367113302464873
1745524684.6582003,67,22.86656346104989
1745524684.6944134,68,12.06702561305265
1745524684.7293246,63,4.739323806357991
1745524684.7622864,60,4.616394059328352
1745524684.8031874,90,2.725137835248078
1745524684.8442204,133,-0.23363609639866034
1745524684.8781686,98,1.1441255111179203
1745524684.9107287,72,1.9468694687658497
1745524684.944814,66,1.5078826094842555
1745524684.982669,65,1.3467305262014548
1745524685.017209,62,1.3631889266134802
1745524685.047196,62,1.0940328938197847
1745524685.080499,62,0.9933556610105274
1745524685.1295798,62,0.9824644804057723
1745524685.161759,62,0.808913532897753
1745524685.1930487,62,0.6507644377403938
1745524685.2233462,63,0.8312041141656081
1745524685.2550247,61,0.6978745543329836
1745524685.2882535,63,0.16012314859566956
1745524685.3318536,62,0.1332458678913433
1745524685.3681908,65,-1.1713992258222028
1745524685.3986125,66,-2.033104631852538
1745524685.4290674,70,-2.426644299277328
1745524685.4569526,71,-2.3769141369160174
1745524685.494098,74,-1.7528082419509667
1745524685.5235255,73,-2.6825139555432296
1745524685.5591855,75,-2.2120723847194803
1745524685.5876503,71,-2.0379665747338285
1745524685.6181314,69,-2.904901186826475
1745524685.650538,63,1.655398186671544
1745524685.68475,62,-2.1927490673422323
1745524685.7158647,58,-14.2933313435775
1745524685.748274,60,-15.625940734472085
1745524685.7794518,57,-9.183718564878562
1745524685.811473,59,-6.368571454055709
1745524685.844493,58,-5.662753929235228
1745524685.8739493,60,-5.2543913745546735
1745524685.9063199,58,-4.709792145063366
1745524685.9401593,60,-4.723722278412734
1745524685.9723184,60,-4.678074708992945
1745524686.0023544,61,-4.463497591267807
1745524686.0344205,59,-4.394520352547975
1745524686.0685248,60,-4.387282526512306
1745524686.101241,58,-4.029333505772699
1745524686.1320841,57,-3.8871264925297337
1745524686.17983,55,-3.7171015946323616
1745524686.212222,56,-3.9067531489703198
1745524686.2440157,56,-4.330345381143045
1745524686.2888877,56,-4.936014028127293
1745524686.320624,57,-5.768045994876729
1745524686.3697176,58,-6.520294642396349
1745524686.4010139,58,-7.039788035910279
1745524686.4298992,58,-7.596231740944401
1745524686.4625473,59,-7.831111509773115
1745524686.5103114,59,-7.379531911204992
1745524686.5397103,60,-6.7421420917089545
1745524686.5736458,60,-5.889152268223591
1745524686.6215222,62,-5.336979487184949
1745524686.653354,60,-4.923839209383071
1745524686.6846879,63,-4.735099666751873
1745524686.7168303,63,-4.422217993559617
1745524686.7498014,66,-4.48606235108254
1745524686.7822635,66,-4.492938965525314
1745524686.8127236,70,-4.417094141348259
1745524686.8431516,66,-4.000413776202851
1745524686.876932,67,-4.189951659679617
1745524687.0405421,65,-4.015909393903367
1745524687.0831647,67,-3.811190025534546
1745524687.115234,66,-3.4951166872639927
1745524687.149931,68,-3.296040211760274
1745524687.1796734,65,-2.5550054959974764
1745524687.2140093,59,-1.4651000649024182
1745524687.2451403,71,-1.6987172614242048
1745524687.275615,128,-4.362551874747179
1745524687.3099172,114,-3.1551671818772995
1745524687.3431046,86,-1.3694132960853516
1745524687.3902922,74,-0.5657686838585088
1745524687.4223316,73,-0.12146387329306307
1745524687.4543457,70,0.5071742096123888
