Timestamp,Raw_ECG,Filtered_ECG
1745524544.4033165,90,-4.593474594700547
1745524544.4210634,96,-4.838507709274026
1745524544.5613945,96,-4.592618280124292
1745524544.6553257,100,-4.563166613167571
1745524544.69614,99,-4.077300871534732
1745524544.737248,100,-3.6262404548817493
1745524544.7831438,93,-2.732541922637555
1745524544.8261125,92,-1.855850871881092
1745524544.8684838,84,-0.8159127136899862
1745524544.9042118,84,0.20252084424482497
1745524544.9420834,79,1.3895392365842225
1745524544.9820077,80,2.2462274251613787
1745524545.0163138,78,3.827675141754562
1745524545.0540633,80,4.4364450085775164
1745524545.0845473,78,6.332223875329053
1745524545.1209438,80,7.351983719353545
1745524545.156891,79,8.61812734160796
1745524545.1934593,80,10.99278002174296
1745524545.230669,78,11.295164111820448
1745524545.2667124,80,14.415118556477609
1745524545.3022258,79,15.394919500846418
1745524545.335485,79,16.619403809006034
1745524545.369795,79,21.201199269707303
1745524545.4036014,79,19.13119099049372
1745524545.4491637,80,24.52415357865685
1745524545.4888742,80,28.814095311940502
1745524545.520122,81,15.973243586217253
1745524545.5540354,80,6.065357616430218
1745524545.5900674,82,4.228330209428851
1745524545.6271214,80,2.753063633821915
1745524545.6573398,82,0.8451687690816971
1745524545.6946218,80,-0.22196857242047052
1745524545.727983,82,-0.9047156038464017
1745524545.768252,81,-1.0066147768709435
1745524545.8005896,83,-0.855042454404197
1745524545.836282,80,-0.573428606474538
1745524545.8701577,83,-0.6312187490613024
1745524545.9109313,80,-0.48406457368102096
1745524545.943433,83,-0.8869449181513094
1745524545.9854295,80,-1.1275000542422706
1745524546.017494,84,-1.6256537286620318
1745524546.056879,81,-1.7363096221377
1745524546.0952637,83,-2.334014184371812
1745524546.1343691,80,-2.4356133196004564
1745524546.1687346,83,-2.629393280997709
1745524546.4029398,80,-2.8064098424308206
1745524546.4484262,82,-3.1884285421731047
1745524546.5507035,80,-3.15258558808873
1745524546.619125,83,-3.4711203973923013
1745524546.6792412,80,-3.46128956069634
1745524546.7431834,82,-3.7535470771773216
1745524546.8065548,81,-4.071596141103029
1745524546.8694851,82,-4.251335958425324
1745524546.9154637,81,-4.393795095968656
1745524546.9655335,82,-4.7016018196745515
1745524547.0212352,81,-4.698113762320318
1745524547.0676649,82,-4.942536727925156
1745524547.1152527,81,-4.9248419760552995
1745524547.1780667,82,-5.006559119138281
1745524547.2292702,82,-5.3101648957225684
1745524547.280712,81,-5.375380585861547
1745524547.331652,81,-5.366312285031308
1745524547.3850644,81,-5.376501203086143
1745524547.448569,84,-5.610810430535578
1745524547.4959784,82,-5.520458048401564
1745524547.5433092,86,-5.674527956447278
1745524547.5920136,85,-5.83557665962666
1745524547.6546526,84,-5.906312222898483
1745524547.719249,80,-5.572104249537835
1745524547.7661734,82,-5.52670911104814
1745524547.830229,79,-5.34491259241591
1745524547.8928845,83,-5.566396230150895
1745524547.9412673,79,-5.083903034278492
1745524547.9879916,75,-4.815464441129792
1745524548.0344226,69,-4.684802183614557
1745524548.0822654,117,-6.916453718620491
1745524548.129917,144,-8.192829602066332
1745524548.1776392,112,-6.456300837582269
1745524548.2251065,88,-5.018687157623963
1745524548.2731133,84,-4.650420217820794
1745524548.3360488,79,-4.092482722413045
1745524548.383852,81,-4.057279547361214
1745524548.4316359,78,-3.6287192168163713
1745524548.4948947,81,-3.533949919310675
1745524548.5430896,79,-3.2734237509659785
1745524548.606964,81,-3.158550449862145
1745524548.6546414,80,-3.0003644884019582
1745524548.7187428,83,-2.4578412530395735
1745524548.7686129,82,-2.329017363719057
1745524548.816264,85,-2.6912404714380465
1745524548.861877,86,-2.3047074210119303
1745524548.909364,88,-2.83567450439639
1745524548.9584477,90,-2.9757831871961433
1745524549.0208142,92,-2.8160707478689484
1745524549.0832233,95,-2.1902063341633626
1745524549.1452625,97,-1.412448015202954
1745524549.1908169,98,-1.738220707087227
1745524549.2406564,96,-0.3924523610634001
1745524549.2862523,94,-1.00484550064568
1745524549.335245,88,0.4229389180298111
1745524549.3975873,84,5.618899467063239
1745524549.461453,79,-0.5893158898557693
1745524549.5246258,79,-11.871151637096304
1745524549.5726364,76,-11.166018110328096
1745524549.621927,77,-5.513859867708031
1745524549.669282,75,-2.4432217913125642
1745524549.7164583,77,-1.3535370129325341
1745524549.7652981,75,-0.6804295132475782
1745524549.8290768,77,-0.287749928460183
1745524549.889537,75,0.08831587771642835
1745524549.9547436,77,0.12531394392448947
1745524550.0183868,75,0.6066620308555892
1745524550.0797842,78,0.5737186266790917
1745524550.14319,76,0.6197290610327224
1745524550.1922212,79,0.5631904053936747
1745524550.2553818,76,0.5273302954449401
1745524550.3136315,78,0.12013932386849646
1745524550.3616843,76,-0.13004126532442228
1745524550.411464,79,-0.8014414313198994
